Performance.KDTMean,Performance.MAMean,Performance.MVMean,Performance.TBCMean,Performance.DDCMean,Performance.DMSMean,Performance.AEDMean,Performance.ADMSLMean,ExhaustionLevel,Performance.Task
0.499745243301,0.484011830706,0.396660314070,0.362305350759,0.486401292347,0.242372509673,0.183716313944,0.308953231186,0.333333333333,0.000000000000
0.500950000179,0.455712095206,0.366343505074,0.360771840963,0.205912462717,0.234257826962,0.161807665131,0.318163626916,0.333333333333,0.000000000000
0.500456899555,0.425597022703,0.336188275936,0.368768567464,0.223283054434,0.224662694749,0.163781349830,0.297917316783,0.333333333333,0.000000000000
0.500505824237,0.471097431827,0.386615144580,0.360888823805,0.191065984382,0.232088965937,0.242215435277,0.303701409975,0.333333333333,0.000000000000
0.499753350248,0.442440546482,0.355553481474,0.362875050984,0.216333195140,0.228503198643,0.190491487100,0.323221156091,0.333333333333,0.000000000000
0.500816346331,0.441823534971,0.353799010245,0.360713734990,0.248017737831,0.237850260199,0.228720868832,0.311916798862,0.333333333333,0.000000000000
0.501358039112,0.410438343652,0.318159384061,0.361593517697,0.227255513645,0.222318341860,0.196031813201,0.294494955336,0.333333333333,0.000000000000
0.502858658738,0.414020713518,0.325514841238,0.366717108174,0.262711417683,0.229639739451,0.193166283146,0.287094612057,0.333333333333,0.000000000000
0.498020171509,0.385316476254,0.292711798264,0.369117579031,0.252080122487,0.224104747480,0.162098922656,0.279867772501,0.333333333333,0.000000000000
0.488522295430,0.391882632647,0.297462848542,0.369395621334,0.224326834226,0.227385125468,0.252745576896,0.266705912365,0.500000000000,0.000000000000
0.503703109746,0.384545301699,0.292589100723,0.377022558320,0.213635357542,0.218060123165,0.189585781832,0.254275294945,0.500000000000,0.000000000000
0.502710181835,0.373064298072,0.268146398415,0.365941751992,0.168805721283,0.228947488271,0.459836148999,0.260131773772,0.500000000000,0.000000000000
0.502209973147,0.402183670931,0.320313948992,0.380576471366,0.246132159651,0.218054683645,0.133628470104,0.274837684241,0.500000000000,0.000000000000
0.500565274422,0.457369706717,0.300558526979,0.364065009721,0.188743803451,0.239567601765,0.137808750447,0.332684966333,0.500000000000,0.000000000000
0.499861222281,0.424795058170,0.290771251862,0.371139014240,0.240980015598,0.246859885252,0.233615452435,0.355503555753,0.500000000000,0.000000000000
0.564716066272,0.459354041555,0.345743323047,0.404202672327,0.230951499807,0.225844286889,0.139150181077,0.294233408453,0.500000000000,0.000000000000
0.505662607606,0.384206844248,0.289580447667,0.383796331678,0.253769618068,0.232746532456,0.149874105453,0.309981787160,0.333333333333,0.000000000000
0.501538168280,0.389448510519,0.294731078109,0.360745381079,0.229923524929,0.237926286542,0.195844633346,0.308568638144,0.333333333333,0.000000000000
0.500037219022,0.418528742499,0.327812141607,0.385567100635,0.168805721283,0.229587562938,0.172265647986,0.285790179310,0.166666666667,0.000000000000
0.500251655993,0.508380025499,0.415802560340,0.361735787324,0.392828177803,0.235569530716,0.181910317305,0.335237711396,0.166666666667,0.000000000000
0.500784749035,0.451059453527,0.360205693364,0.371511257044,0.245882172401,0.224512700527,0.225992312576,0.289700072223,0.333333333333,0.000000000000
0.501949011815,0.433132249495,0.338744660271,0.364876874318,0.209214060400,0.232286380784,0.186762977944,0.287976416809,0.500000000000,0.000000000000
0.499747874548,0.423769242145,0.334014013068,0.361710066344,0.238084831247,0.226366943805,0.194314039511,0.291030208706,0.333333333333,0.000000000000
0.513656468740,0.393757138032,0.300490084791,0.393548986623,0.238497905022,0.228658815613,0.199390613715,0.283108581847,0.333333333333,0.000000000000
0.500605732083,0.440421317282,0.344427876752,0.372030828658,0.246911841940,0.227563685789,0.200255168636,0.290752986817,0.333333333333,0.000000000000
0.500130968140,0.469716494613,0.383291771443,0.361261514905,0.232735274588,0.234837460309,0.170736283315,0.343482586273,0.333333333333,0.000000000000
0.513553413446,0.475807632126,0.391211907235,0.374307209026,0.225402050806,0.239602081401,0.221649587091,0.334004239057,0.500000000000,0.000000000000
0.502659434254,0.416938524374,0.326301218786,0.364260416640,0.214224325879,0.235796737318,0.226800066579,0.298155788356,0.500000000000,0.000000000000
0.509783750119,0.447206352565,0.359424338566,0.373385847453,0.225356354722,0.247630365892,0.171421738207,0.379661316861,0.666666666667,0.000000000000
0.509333933862,0.444231600202,0.352169200578,0.370331161847,0.210531881816,0.239560332616,0.229896270501,0.291758866517,0.500000000000,0.000000000000
0.543201731374,0.434785946681,0.334903753176,0.400658473637,0.337001613218,0.242240390221,0.207667582845,0.326232278930,0.500000000000,0.000000000000
0.505020467477,0.437880750385,0.345772583407,0.373843306604,0.300653490388,0.231935655187,0.179683083567,0.332799789921,0.500000000000,0.000000000000
0.500466043776,0.456540613109,0.367026429534,0.373375852772,0.224245186623,0.236805663086,0.177472634611,0.339834652057,0.333333333333,0.000000000000
0.504751435019,0.427267375730,0.333091385406,0.364762854337,0.254663634115,0.235022280390,0.184009880402,0.320952038496,0.333333333333,0.000000000000
0.503039030188,0.438318815092,0.346286764746,0.384174269644,0.240688494883,0.242734616569,0.176797925078,0.352136085061,0.500000000000,0.000000000000
0.500506405680,0.393531611771,0.302830492662,0.371074839694,0.168805721283,0.217050675201,0.179495454624,0.251516894527,0.333333333333,0.000000000000
0.501802409867,0.429121765278,0.342963884334,0.386494134648,0.199358501210,0.220547418072,0.180969198511,0.267377189665,0.500000000000,0.000000000000
0.502497714954,0.438562280948,0.345401202236,0.380377718295,0.250845993127,0.231167349466,0.188142878990,0.307558904891,0.666666666667,0.000000000000
0.499897168957,0.440027922153,0.350722800669,0.365519377476,0.245136958278,0.226048967114,0.194943437015,0.307898244216,0.666666666667,0.000000000000
0.499837975352,0.483992116882,0.392091790973,0.365177205387,0.237558548645,0.222961514082,0.162854825958,0.274047491001,0.500000000000,0.000000000000
0.504908630421,0.467809005047,0.375017067701,0.375608637152,0.209610326503,0.224144162259,0.201356172969,0.286764673907,0.000000000000,0.000000000000
0.526646384895,0.404686864929,0.312376985607,0.391645938835,0.272562444835,0.230415829453,0.204431129264,0.298825490775,0.166666666667,0.000000000000
0.545745675844,0.459939473861,0.374615675733,0.388770982174,0.381689843421,0.242637039090,0.222848812688,0.303773973722,0.166666666667,0.000000000000
0.533499068018,0.430822287309,0.336364094773,0.383455776605,0.246854428000,0.225655010388,0.191997007002,0.276601877637,0.166666666667,0.000000000000
0.500305825913,0.434355271591,0.338126604302,0.373193201817,0.204267986846,0.224416684215,0.163643981018,0.294379964447,0.166666666667,0.000000000000
0.502155599690,0.464782202363,0.375181802442,0.371508573809,0.190107486593,0.244052835317,0.178768316658,0.337105753216,0.333333333333,0.000000000000
0.499080498032,0.381077508188,0.283030866856,0.361960000297,0.227874492364,0.270690745860,0.178563165419,0.397643090032,0.333333333333,0.000000000000
0.500878995827,0.386595173860,0.293082630384,0.370066326467,0.187294290054,0.228021183230,0.161595259248,0.297896148919,0.333333333333,0.000000000000
0.500528021827,0.440959780352,0.345341957511,0.373617052818,0.269430563458,0.263371364159,0.181619368797,0.379006074929,0.333333333333,0.000000000000
0.500229022297,0.431501809736,0.341908573761,0.360599476713,0.199025225444,0.233304118249,0.194046867618,0.313838894127,0.500000000000,0.000000000000
0.499561659438,0.423632310349,0.330338570786,0.365748308935,0.377405156552,0.238011828686,0.161731032883,0.335587442600,0.500000000000,0.000000000000
0.501434672188,0.471486599958,0.376612777668,0.370633179366,0.231327045814,0.246101764802,0.216092143776,0.332030033608,0.500000000000,0.000000000000
0.499720488111,0.507740142932,0.421378040890,0.362370752431,0.326841663724,0.229545401317,0.158320911486,0.307645156103,0.333333333333,0.000000000000
0.549488115745,0.526013934583,0.436018923674,0.379395993226,0.304455877592,0.320009219499,0.216735921762,0.528871475279,0.333333333333,0.000000000000
0.500888480161,0.456244011441,0.364328476568,0.364311706571,0.215846372010,0.258592661420,0.183394778791,0.469327331109,0.500000000000,0.000000000000
0.499991495344,0.461198942351,0.376917983550,0.362426109070,0.209805834296,0.226846892274,0.190628534831,0.279800351826,0.166666666667,0.000000000000
0.587992263987,0.425896939202,0.328643227676,0.375778607023,0.239922664930,0.226007498326,0.162343920959,0.285905331357,0.166666666667,0.000000000000
0.499799414364,0.429894761550,0.337274906578,0.366713496788,0.332110142920,0.228319421532,0.177719583327,0.290550295641,0.166666666667,0.000000000000
0.496817165889,0.494632978031,0.396502288719,0.364151270247,0.277911535554,0.228144070970,0.240415279713,0.296318561059,0.166666666667,0.000000000000
0.499579962173,0.455728990642,0.365560983336,0.361584353595,0.263691683112,0.227495763328,0.154375262013,0.300953919363,0.166666666667,0.000000000000
0.545920059618,0.503041250348,0.406803573263,0.386125252809,0.202493428212,0.225493170634,0.174312084410,0.303733303985,0.333333333333,0.000000000000
0.501182777695,0.458532868357,0.367040358446,0.372788210686,0.219502104444,0.235170812873,0.176397977047,0.320861615729,0.166666666667,0.000000000000
0.505010637992,0.464029918818,0.371492605950,0.375109723411,0.235420984884,0.260477312251,0.146963551268,0.402864553627,0.166666666667,0.000000000000
0.499935823859,0.488124333488,0.392427997605,0.361048228166,0.238896669923,0.254142856826,0.149569200465,0.421482636615,0.166666666667,0.000000000000
0.502173318201,0.501241069744,0.418972282469,0.385979742182,0.239599246488,0.300799096965,0.154030482016,0.565557866734,0.333333333333,0.000000000000
0.501185600423,0.489873074067,0.400002671968,0.391134484257,0.235849411412,0.244542023621,0.146694820146,0.397130563284,0.500000000000,0.000000000000
0.488522295430,0.447536063641,0.352562604730,0.419222502713,0.168805721283,0.247982957330,0.175729141140,0.360875078668,0.166666666667,0.000000000000
0.499729540964,0.452376783155,0.368486512051,0.422599258866,0.277392857635,0.233210348755,0.186588581149,0.331940986849,0.166666666667,0.000000000000
0.498851076733,0.473151835252,0.375942501341,0.458574758818,0.187195446552,0.254314883952,0.183860178853,0.411175232029,0.166666666667,0.000000000000
0.500938193678,0.441874803363,0.349020120665,0.403549246026,0.173052834997,0.220280519890,0.153681180954,0.285816230052,0.333333333333,0.000000000000
0.502525941035,0.421362184092,0.330307974345,0.417019000768,0.255047836292,0.233761988825,0.194619909459,0.308708614183,0.500000000000,0.000000000000
0.502021632276,0.431516465259,0.341298041627,0.448434161352,0.211137095529,0.225277596127,0.172832785996,0.284612012761,0.333333333333,0.000000000000
0.498888664545,0.427767028047,0.331649090346,0.441680969048,0.245218618340,0.226623109377,0.177803172542,0.300127151292,0.333333333333,0.000000000000
0.500577291992,0.436047787437,0.345599627290,0.471568814976,0.175700656719,0.229350614585,0.185085556553,0.289997717670,0.333333333333,0.000000000000
0.505479312244,0.457546738835,0.362276885031,0.496509055717,0.198372965536,0.237318004599,0.171141485655,0.355156330002,0.333333333333,0.000000000000
1.000000000000,0.424602479850,0.335196454747,0.478077624703,0.265431200692,0.230418430259,0.158115622856,0.298543106265,0.666666666667,0.000000000000
0.501740761963,0.449557637298,0.360436438730,0.411908960584,0.203039162976,0.230552854318,0.171013690935,0.298356343745,0.333333333333,0.000000000000
0.500686510860,0.426899094540,0.336476169622,0.510922111147,0.186605200210,0.229498192443,0.184735684296,0.274184851189,0.166666666667,0.000000000000
0.502587130498,0.450796693332,0.366660607635,0.442436710900,0.213830581170,0.230237233311,0.210930087736,0.307842358169,0.666666666667,0.000000000000
0.488522295430,0.400984950287,0.312550746386,0.453430414396,0.203577405461,0.222576920668,0.163136273757,0.281247730561,0.333333333333,0.000000000000
0.500174517397,0.452264793176,0.367983175427,0.457722319841,0.250889914146,0.224985329740,0.173828205941,0.298399543119,0.500000000000,0.000000000000
0.502419027578,0.444870882037,0.342665827550,0.426236933212,0.218280616677,0.228382724911,0.164077813730,0.334467740626,0.500000000000,0.000000000000
0.499590886474,0.404795216974,0.287032373071,0.475541698742,0.263974003466,0.232006925995,0.205283857792,0.297243099871,0.166666666667,0.000000000000
0.501004945819,0.405847578791,0.308547646324,0.448533122292,0.209391850481,0.236780075204,0.169225798581,0.340033032345,0.166666666667,0.000000000000
0.498874459614,0.420971494231,0.324553220622,0.467905597851,0.247515693466,0.230757139057,0.171077722381,0.293908988073,0.333333333333,0.000000000000
0.501529630215,0.396210820655,0.299093826691,0.509494406294,0.208054714511,0.224928113269,0.209132031504,0.297025096632,0.333333333333,0.000000000000
0.497186723347,0.372718672895,0.277723936257,0.515842572530,0.234229791914,0.225712812077,0.193808613056,0.275001961778,0.333333333333,0.000000000000
0.500052539019,0.411147361279,0.315699076748,0.467107313542,0.179156812612,0.223946700937,0.175861598564,0.280167033077,0.500000000000,0.000000000000
0.500447684641,0.525889846576,0.423993020299,0.449523692951,0.244711562244,0.242018103345,0.172223399334,0.353878843176,0.333333333333,0.000000000000
0.507038067907,0.382286551453,0.284736876680,0.471570991143,0.232945798265,0.247941822535,0.169967298970,0.288867255799,0.666666666667,0.000000000000
0.500560567280,0.452424199431,0.366566336634,0.461331725296,0.199927719619,0.234867518576,0.186431459905,0.352339379333,0.000000000000,0.000000000000
0.501674260702,0.410051720431,0.315210077643,0.518420379621,0.188240410375,0.242484263742,0.220447394209,0.312407100357,0.000000000000,0.000000000000
0.501827553032,0.418700784096,0.330326931254,0.516851604548,0.192949306638,0.223845850857,0.223585997518,0.271843303291,0.000000000000,0.000000000000
0.508094654645,0.469090952739,0.393646830399,0.450097610881,0.200233848800,0.234921089129,0.191799477985,0.334350815992,0.333333333333,0.000000000000
0.502928681273,0.416387152916,0.328354180223,0.460798046460,0.242198379061,0.229551343581,0.204361508637,0.286521174192,0.333333333333,0.000000000000
0.500806112683,0.436130987815,0.346802551528,0.462006310826,0.232467755944,0.250008343019,0.178415508968,0.366015690962,0.333333333333,0.000000000000
0.499310890113,0.426290311910,0.337555831907,0.558216980017,0.206421126666,0.248573259692,0.206398406008,0.356306781389,0.333333333333,0.000000000000
0.502083105954,0.405755757674,0.315074583864,0.458725389334,0.226685601291,0.217741999238,0.240751777573,0.252802635450,0.333333333333,0.000000000000
0.500321671535,0.402037264314,0.306635849364,0.479152820202,0.207979529604,0.224613528521,0.184298391794,0.288176583502,0.333333333333,0.000000000000
0.539001772566,0.402051837467,0.305487377545,0.477721880726,0.215260860892,0.223723813781,0.253548967546,0.277509475402,0.166666666667,0.000000000000
0.500083636970,0.445426263213,0.316082877204,0.413316662368,0.222116058833,0.234028428125,0.188305782479,0.328491981412,0.000000000000,0.000000000000
0.500325938851,0.482907464747,0.321948149894,0.418223506669,0.203418498461,0.231157273213,0.184960127313,0.326745968639,0.000000000000,0.000000000000
0.500282306553,0.451362102739,0.339612200262,0.440086852829,0.409273530183,0.240975598047,0.202065553599,0.356925143292,0.166666666667,0.000000000000
0.500721249220,0.528538901832,0.281619367677,0.444413800836,0.214027036739,0.252087507069,0.192843311234,0.387209066718,0.166666666667,0.000000000000
0.505210552478,0.470297749425,0.332811151450,0.621458900700,0.227062771007,0.236410609257,0.154396221890,0.364342728091,0.166666666667,0.000000000000
0.502039504811,0.471411847357,0.348374282891,0.512960958299,0.453811654781,0.243336828184,0.190519935841,0.374964100066,0.166666666667,0.000000000000
0.500614792246,0.491182543818,0.373359630705,0.465743135748,0.190938561411,0.228528921667,0.184892836893,0.319224767219,0.166666666667,0.000000000000
0.499699559568,0.673389552305,0.428872333094,0.422738702574,0.168805721283,0.260181493169,0.191910487367,0.397675104688,0.166666666667,0.000000000000
0.499517250992,0.491610099855,0.370411348193,0.441770920015,0.271612059455,0.224948256267,0.181824598701,0.278453842311,0.166666666667,0.000000000000
0.513459637897,0.586358674993,0.384689131559,0.676665424322,0.168805721283,0.254639253511,0.172241710242,0.369035426382,0.166666666667,0.000000000000
0.501216552030,0.422537605012,0.296591792060,0.434793069413,0.328388276965,0.224154403395,0.154580893110,0.280051038985,0.166666666667,0.000000000000
0.506517769263,0.396822099394,0.300535550951,0.502894002680,0.242236455784,0.234976481196,0.156481499343,0.300052100759,0.166666666667,0.000000000000
0.498497587744,0.423729855423,0.325239842965,0.429337176023,0.174062513925,0.242703401148,0.163366068217,0.363374298738,0.166666666667,0.000000000000
0.501230814312,0.435668836844,0.337827773122,0.455348502410,0.219152577174,0.239844914869,0.161062975369,0.345288670383,0.166666666667,0.000000000000
0.501995018930,0.487747847130,0.365370099230,0.422482878110,0.264239987209,0.239274357205,0.166896608688,0.336416308192,0.166666666667,0.000000000000
0.500541107839,0.451108102400,0.310387859885,0.468599473671,0.219776513260,0.227110518139,0.181057748684,0.294448758219,0.166666666667,0.000000000000
0.503019792447,0.398639508170,0.303649989912,0.441682069345,0.216542406569,0.237063915305,0.186487057062,0.337664307266,0.500000000000,0.000000000000
0.500831690262,0.410283787160,0.310777396102,0.448787486290,0.225877505717,0.244554297437,0.160829773730,0.387150010234,0.500000000000,0.000000000000
0.500621741125,0.449776433704,0.361369903813,0.487602598582,0.196489036337,0.231112996436,0.178819621405,0.308422210705,0.166666666667,0.000000000000
0.488522295430,0.461454337391,0.383459915275,0.465340383137,0.202581394235,0.220690292282,0.365869573691,0.271088536397,0.166666666667,0.000000000000
0.499218347991,0.478104871598,0.385167923135,0.428880405613,0.299806268031,0.232674433872,0.186790975494,0.287789889781,0.166666666667,0.000000000000
0.501410030002,0.412522656678,0.316626780518,0.423645562052,0.202375643201,0.245528200132,0.175946934536,0.350117216542,0.500000000000,0.000000000000
0.531353782939,0.407202510966,0.313182691599,0.500326924688,0.253974373787,0.232862843839,0.191247593738,0.284600733919,0.666666666667,0.000000000000
0.500713066997,0.413458056216,0.310957878831,0.491851647850,0.193421621450,0.250555762943,0.186536085897,0.337283570665,0.666666666667,0.000000000000
0.501261914387,0.417037523526,0.320926644911,0.498181393092,0.187284956413,0.251279726903,0.204905497569,0.355990367638,0.666666666667,0.000000000000
0.499335671377,0.376142538255,0.279599026104,0.429004764047,0.202062845966,0.221792150325,0.171560910551,0.265963947841,0.166666666667,0.000000000000
0.498800706171,0.408450703138,0.318184382097,0.428044799757,0.209177532907,0.220246231341,0.156682274379,0.291454218560,0.166666666667,0.000000000000
0.500622042433,0.387695891972,0.290107734352,0.549747391042,0.251754601729,0.240810800151,0.177719790117,0.326856392032,0.500000000000,0.000000000000
0.498124952376,0.394717314302,0.301161707475,0.700595470885,0.183238514485,0.222486764938,0.242846984495,0.270174144660,0.333333333333,0.000000000000
0.500249551031,0.388505006682,0.293029048887,0.511732843779,0.224776228388,0.225674225385,0.232770417254,0.267480198156,0.333333333333,0.000000000000
0.499467219223,0.426926830680,0.332265609381,0.517611939713,0.230847738186,0.228567521273,0.208335891905,0.290723791547,0.333333333333,0.000000000000
0.499290903642,0.388808363323,0.289588460709,0.572332889615,0.205950864605,0.227524152565,0.202281856820,0.273252347497,0.333333333333,0.000000000000
0.499785839433,0.385480699096,0.291984222122,0.519632421347,0.254449594326,0.221688138086,0.189254066246,0.267507291104,0.333333333333,0.000000000000
0.501935434434,0.368195611509,0.265241695458,0.527367594987,0.195412915433,0.221329228672,0.188902009610,0.269846089454,0.333333333333,0.000000000000
0.501777035220,0.500165738506,0.407916304990,0.449482291511,0.206240455818,0.243262720678,0.183015006536,0.406903584651,0.000000000000,0.000000000000
0.500120716698,0.426082083658,0.340678185167,0.437820902327,0.215887554633,0.231500228806,0.163221060702,0.319796934081,0.000000000000,0.000000000000
0.500491613860,0.480415902943,0.339637485110,0.497984673745,0.189958310148,0.229443785290,0.174545318381,0.299249646677,0.166666666667,0.000000000000
0.500085041313,0.437148715589,0.260997761349,0.443247354220,0.191666199756,0.252795958677,0.187999296483,0.382672321200,0.166666666667,0.000000000000
0.499431502493,0.388874879728,0.281618600774,0.403845707959,0.168805721283,0.234014334248,0.153060634479,0.319970505238,0.166666666667,0.000000000000
0.501192432744,0.387850680901,0.295053995467,0.473093891218,0.250654751550,0.235038622516,0.169990323666,0.310785149089,0.166666666667,0.000000000000
0.500186957013,0.407627708980,0.320017891655,0.486232546274,0.243741819515,0.234924309950,0.166733138604,0.311247359842,0.166666666667,0.000000000000
0.502506983886,0.396810012676,0.299354367766,0.532916763105,0.261383774293,0.238002112118,0.196419935586,0.293592265156,0.333333333333,0.000000000000
0.501208910695,0.429035977730,0.339791330692,0.467692786964,0.241207457350,0.237413402178,0.204215692327,0.309112742515,0.500000000000,0.000000000000
0.500921028842,0.457400098008,0.358647835796,0.461621661457,0.169271513988,0.255099068383,0.163165284132,0.364025738255,0.500000000000,0.000000000000
0.500623994040,0.436667511933,0.338937002252,0.517280603375,0.213079910728,0.266585613292,0.185108681004,0.439015969788,0.500000000000,0.000000000000
0.501084887477,0.544539615433,0.450391060820,0.409114260020,0.202622702609,0.246971575551,0.231946394765,0.344577385817,0.500000000000,0.000000000000
0.497498414978,0.452189626786,0.341645015540,0.386827098955,0.168805721283,0.235493099234,0.171342100744,0.328447820709,0.500000000000,0.000000000000
0.499974701143,0.389404391467,0.278023148378,0.649239955145,0.329040680771,0.255854977837,0.315490048647,0.372255375389,0.500000000000,0.000000000000
0.496727510999,0.429390142426,0.332072729275,0.408599585971,0.169135086463,0.262130412869,0.140102584450,0.445063121087,0.500000000000,0.000000000000
0.504756234512,0.429990699442,0.329229529948,0.413084850707,0.240462512692,0.227553113396,0.168515202072,0.307534800865,0.166666666667,0.000000000000
0.500171177678,0.424371886119,0.334592814490,0.669726944038,0.517904598570,0.229818533017,0.199341498624,0.293336158848,0.166666666667,0.000000000000
0.499088313722,0.461549492971,0.351778048990,0.436449260261,0.259166132242,0.230005477054,0.187721737607,0.316449280522,0.166666666667,0.000000000000
0.502236035543,0.361497562148,0.258946456681,0.493238056026,0.344467910846,0.220682314513,0.169377650748,0.275540088167,0.166666666667,0.000000000000
0.499653508880,0.425850154535,0.297361579025,0.427925677185,0.211445596827,0.228955480670,0.239211890202,0.287331996721,0.333333333333,0.000000000000
0.501227850291,0.418491817034,0.290929519170,0.429499130839,0.235867208568,0.240280368393,0.167852362979,0.331629917314,0.166666666667,0.000000000000
0.500857591603,0.444230733861,0.350034754835,0.506494139587,0.223797931301,0.223385099127,0.201213337809,0.274962878781,0.333333333333,0.000000000000
0.556440501094,0.434056698842,0.334522711442,0.441444850809,0.207202128007,0.280819665035,0.175885302081,0.445516336365,0.333333333333,0.000000000000
0.500833297456,0.411770461711,0.297232788161,0.444053904427,0.291249649740,0.233604986256,0.179413170984,0.309688871855,0.333333333333,0.000000000000
0.501312712399,0.424541558639,0.288260904565,0.424783539724,0.187138105643,0.222170841526,0.170636518075,0.282960001299,0.333333333333,0.000000000000
0.500752209285,0.418054084879,0.309327303461,0.412395136435,0.301415018471,0.228088164308,0.184231528463,0.302796926909,0.500000000000,0.000000000000
0.500739475323,0.442633223157,0.326430002692,0.460451517470,0.260953578097,0.232241032606,0.155579825638,0.324339589230,0.500000000000,0.000000000000
0.500193012257,0.469812240810,0.311619825039,0.433175505334,0.249926364842,0.225138037500,0.176070402018,0.313734263745,0.333333333333,0.000000000000
0.501544483802,0.375290374350,0.277316820213,0.431072576904,0.339450211095,0.240771047503,0.158617736662,0.310450326372,0.500000000000,0.000000000000
0.500193427771,0.395234672555,0.297955198486,0.459154024647,0.208851241825,0.234934222483,0.172336850914,0.315557608935,0.500000000000,0.000000000000
0.500994456197,0.414817300282,0.316856102399,0.457918290110,0.187275165529,0.228917790950,0.175524245856,0.298972626926,0.500000000000,0.000000000000
0.503715302811,0.388052927420,0.291265890543,0.491116939426,0.228374710312,0.228232203021,0.193098221930,0.285990561990,0.500000000000,0.000000000000
0.502018942630,0.379717784241,0.281563308615,0.421185014442,0.193449271724,0.218499500847,0.203573289434,0.259991606876,0.500000000000,0.000000000000
0.501169782739,0.408772474487,0.312141692573,0.447222159552,0.182954196784,0.232257270330,0.201822647345,0.297582993881,0.500000000000,0.000000000000
0.501333999254,0.432656872220,0.340586445498,0.461258888855,0.184773248955,0.236913397367,0.148326377917,0.384250427231,0.333333333333,0.000000000000
0.500885730431,0.416326050410,0.324586108294,0.429683474603,0.168805721283,0.223406429456,0.175793892260,0.290747667584,0.333333333333,0.000000000000
0.499863921125,0.449850636424,0.359227321694,0.491914054114,0.217041084286,0.221266583073,0.230803925949,0.259049329127,0.333333333333,0.000000000000
0.500796003886,0.439838458204,0.348548989169,0.486485886141,0.197328370813,0.233324618525,0.193555423666,0.346083614451,0.333333333333,0.000000000000
0.500109685704,0.430923630683,0.346421529370,0.494961792814,0.210383366866,0.250420996512,0.197271157698,0.350025110334,0.333333333333,0.000000000000
0.499987432179,0.405186641567,0.306300537057,0.512862867930,0.198450723509,0.224814638231,0.216090133718,0.295651989832,0.333333333333,0.000000000000
0.499985802891,0.431401857392,0.333208394139,0.453863373684,0.188784396194,0.225509693605,0.179808203464,0.305263993216,0.333333333333,0.000000000000
0.501585621333,0.454576504448,0.342384640602,0.399533046453,0.231276733338,0.232279696869,0.174567958644,0.304162701681,0.166666666667,1.000000000000
